age,gender_0,gender_1,race_0,race_1,race_2,race_3,race_4,eye_distance,mouth_width,face_width,face_height,face_aspect_ratio,eye_to_face_ratio,mouth_to_face_ratio
28,1,0,0,0,0,1,0,71.12486267089844,62.84518051147461,144.32852172851562,207.20233154296875,1.4356298329772947,0.4927983867574387,0.4354314709166595
74,0,1,1,0,0,0,0,80.0782470703125,72.2704086303711,168.8153533935547,184.01351928710935,1.0900283391767311,0.4743540528782843,0.4281032926068581
23,0,1,0,0,0,0,1,73.53376770019531,60.47535705566406,160.4931640625,180.06349182128906,1.121938699838754,0.4581738302047522,0.3768095507925401
38,1,0,0,1,0,0,0,72.37274169921875,57.166656494140625,162.12869262695312,176.56610107421875,1.08904906474812,0.4463907068303043,0.3526004901900809
1,1,0,0,0,0,1,0,80.679443359375,60.57587814331055,186.90692138671875,191.0364990234375,1.0220943002328655,0.4316557287487799,0.3240964951639022
32,0,1,0,0,0,0,1,74.85121154785156,63.443641662597656,159.21336364746094,187.28172302246097,1.176293991483972,0.470131462793483,0.3984818875071196
48,0,1,1,0,0,0,0,75.90616607666016,61.72683334350586,171.08396911621094,183.50897216796875,1.0726251741524535,0.4436778411722488,0.3607984644170672
61,1,0,0,0,1,0,0,81.08756256103516,65.6292724609375,179.57310485839844,198.90750122070312,1.1076686644002216,0.45155739009456,0.3654738414902898
27,0,1,0,0,0,0,1,84.14859008789062,75.0606689453125,175.40174865722656,200.26986694335935,1.141778052251523,0.4797477261890667,0.4279356934576376
100,0,1,0,0,1,0,0,87.00252532958984,76.0315933227539,173.17677307128906,198.34664916992188,1.145342101323666,0.5023914222825646,0.439040363059861
50,0,1,1,0,0,0,0,78.97314453125,67.14751434326172,170.0022735595703,194.14540100097656,1.142016497402585,0.464541696282533,0.3949800960734365
31,1,0,0,0,0,1,0,75.64009857177734,60.44965744018555,166.79843139648438,190.5393524169922,1.1423329993078593,0.4534820737730967,0.3624114263790352
38,0,1,1,0,0,0,0,77.56735229492188,67.74057006835938,163.08544921875,200.6020965576172,1.230042885607442,0.4756239913891957,0.4153685714627888
45,1,0,1,0,0,0,0,73.86038970947266,58.51425552368164,157.13746643066406,194.3577880859375,1.2368647178850671,0.4700367861795907,0.372376218433563
22,0,1,1,0,0,0,0,85.7489242553711,74.20191192626953,169.84674072265625,201.13331604003903,1.184204743548602,0.5048605813130734,0.4368756892864625
27,0,1,0,0,0,1,0,78.64873504638672,71.06952667236328,165.69667053222656,198.9885406494141,1.2009205737825164,0.4746548907335481,0.4289134262268769
26,1,0,1,0,0,0,0,80.08625793457031,69.02555084228516,165.2865753173828,202.9700469970703,1.227988701486057,0.4845297192514813,0.4176113559721501
58,1,0,1,0,0,0,0,82.57771301269531,61.96797180175781,196.52325439453125,201.41587829589844,1.0248959031155924,0.4201930874140523,0.3153213190605611
32,0,1,1,0,0,0,0,73.21814727783203,64.50911712646484,165.5041046142578,192.67303466796875,1.164158648010778,0.4423947517705519,0.3897735181663133
56,0,1,1,0,0,0,0,83.68560028076172,75.41436767578125,182.79571533203125,200.11610412597656,1.0947527066621034,0.4578094192675943,0.4125609155488034
2,0,1,0,1,0,0,0,71.81180572509766,50.14166641235352,161.99034118652344,190.50360107421875,1.176018271699692,0.4433091825049625,0.3095349145207244
28,0,1,1,0,0,0,0,70.99176788330078,52.583980560302734,160.98941040039062,193.4261016845703,1.20148338455,0.4409716620909404,0.3266300586449948
65,1,0,0,0,0,1,0,79.46221160888672,66.5975570678711,181.8523406982422,190.30764770507812,1.046495453258236,0.4369600704823637,0.3662177611361086
20,1,0,1,0,0,0,0,75.33670806884766,56.014671325683594,170.310546875,195.80311584472656,1.149682855451324,0.4423490467923944,0.3288972547706969
26,0,1,0,0,0,1,0,82.80601501464844,68.54922485351562,172.00582885742188,192.7315673828125,1.1204943963996157,0.4814140053549438,0.3985284993471766
42,1,0,0,0,0,1,0,77.11421966552734,68.76924896240234,160.17892456054688,196.9307556152344,1.2294423636287777,0.4814255051161773,0.4293276980793306
30,1,0,1,0,0,0,0,78.46631622314453,65.51295471191406,172.0706024169922,194.9906463623047,1.1332013930524203,0.456012329363449,0.3807329886202837
1,0,1,0,0,1,0,0,82.958984375,70.98150634765625,175.97567749023438,186.11973571777344,1.0576446607406982,0.4714230145788399,0.4033597560753548
26,0,1,0,0,0,0,1,76.6198959350586,63.88123321533203,159.28744506835938,193.42019653320312,1.2142840036777252,0.4810165415245163,0.4010437432022149
35,1,0,0,1,0,0,0,77.99929809570312,61.527679443359375,176.50221252441406,187.8067321777344,1.0640474671203155,0.4419168291440773,0.3485943805653358
5,1,0,0,0,0,1,0,78.12577819824219,58.3155632019043,179.1824493408203,187.66665649414065,1.0473495433538955,0.436012447009474,0.3254535442306803
46,1,0,0,1,0,0,0,81.8843765258789,66.94060516357422,168.94715881347656,196.14889526367188,1.1610073625459838,0.4846744810682614,0.3962221420809979
26,0,1,0,0,0,1,0,70.39380645751953,62.60750198364258,157.63902282714844,191.42564392089844,1.2143290442164,0.4465506395247483,0.3971573843888378
18,1,0,0,0,0,1,0,79.39305877685547,68.94747161865234,165.01364135742188,196.2887420654297,1.189530395491761,0.4811302757987685,0.4178289203939882
26,1,0,1,0,0,0,0,76.89055633544922,62.539588928222656,167.96141052246094,204.4112243652344,1.2170130253692957,0.4577870362976434,0.3723449852777906
1,0,1,0,0,0,0,1,88.89781951904297,75.49169921875,201.66065979003903,198.17254638671875,0.9827030546912224,0.4408287645770861,0.3743501548460117
79,1,0,1,0,0,0,0,73.87834167480469,63.97890853881836,159.05897521972656,195.43519592285156,1.2286964357269017,0.4644713797052193,0.4022338786631618
34,0,1,1,0,0,0,0,82.26187896728516,68.86307525634766,168.2852020263672,198.6719207763672,1.1805667900926842,0.4888241983058988,0.4092045790547768
26,1,0,0,0,0,0,1,66.29654693603516,58.02985000610352,152.6226043701172,193.220458984375,1.2660015846394943,0.4343822280431202,0.3802179254219665
31,0,1,0,0,0,0,1,72.63251495361328,65.69844818115234,153.32237243652344,201.4018096923828,1.3135839635912534,0.4737241786659912,0.4284987711649973
27,0,1,1,0,0,0,0,83.99623107910156,76.39144134521484,178.28237915039062,195.23388671875,1.0950823499727915,0.4711415198708241,0.4284856512980153
2,0,1,0,0,0,1,0,88.0439682006836,72.69355773925781,191.9160919189453,202.0568389892578,1.0528394829683974,0.4587628234836528,0.3787778138477284
89,0,1,0,1,0,0,0,69.76165008544922,54.189605712890625,154.65432739257812,182.8155517578125,1.1820914088860202,0.4510811385727645,0.3503917842229818
34,0,1,1,0,0,0,0,80.36529541015625,66.36365509033203,186.46304321289065,182.09112548828125,0.9765534357410554,0.4309985186630291,0.355907819302094
26,0,1,0,0,1,0,0,72.50300598144531,53.381534576416016,161.80072021484375,189.5677032470703,1.1716122338352806,0.4481006381502733,0.3299214892587279
26,0,1,1,0,0,0,0,84.75690460205078,76.06527709960938,172.26930236816406,205.85398864746097,1.1949545613618475,0.4920023674381242,0.4415486453706478
61,1,0,0,0,1,0,0,79.6855239868164,68.42741394042969,162.15640258789062,191.79188537597656,1.1827586349667765,0.4914115182323803,0.4219840403979192
5,0,1,1,0,0,0,0,80.64363861083984,65.75004577636719,179.1511993408203,194.24664306640625,1.0842609135809809,0.4501428899586768,0.3670086832702871
26,1,0,1,0,0,0,0,79.1422119140625,60.41596984863281,181.86705017089844,191.3050994873047,1.0518953230260095,0.4351652035907188,0.3321985471907121
25,0,1,0,0,0,1,0,81.31034088134766,72.49163055419922,177.89459228515625,196.76614379882812,1.1060827722262727,0.4570703349487498,0.407497662649569
37,0,1,0,1,0,0,0,70.71678161621094,58.244903564453125,159.0022735595703,183.4691162109375,1.1538773132209377,0.4447532732273595,0.3663149102244228
74,0,1,0,1,0,0,0,82.31079864501953,70.23682403564453,177.41061401367188,195.93536376953125,1.1044173701717297,0.4639564498586109,0.3958997855124487
40,1,0,0,0,1,0,0,80.18689727783203,76.1233139038086,162.4688262939453,192.9468994140625,1.1875933606178397,0.4935525116230888,0.4685410465518053
90,1,0,0,0,1,0,0,86.8653793334961,72.85975646972656,170.33428955078125,197.37518310546875,1.1587519085323446,0.5099700099292056,0.4277456797564245
1,0,1,1,0,0,0,0,82.90991973876953,60.42864990234375,199.1085968017578,192.0699005126953,0.9646489583969567,0.4164055247766056,0.3034959357506268
35,0,1,0,0,0,0,1,85.29959869384766,72.25531005859375,170.37229919433594,200.93443298339844,1.1793844065824437,0.500665889333044,0.4241024532760188
22,1,0,0,1,0,0,0,69.56991577148438,57.25481033325195,154.93617248535156,188.03565979003903,1.2136330514284317,0.4490230696647799,0.369538045343576
45,1,0,0,1,0,0,0,77.63800048828125,62.26172637939453,164.90980529785156,195.3321990966797,1.1844789868248329,0.4707906867518005,0.3775501782137249
40,1,0,0,0,0,0,1,83.51200103759766,75.87084197998047,168.2795867919922,195.6587677001953,1.1627005475241992,0.4962693492991848,0.4508618271909786
2,0,1,0,0,0,1,0,79.42292785644531,64.81531524658203,187.1989593505859,184.3455047607422,0.9847571022844216,0.4242701355390667,0.3462375831117523
12,1,0,1,0,0,0,0,80.54660034179688,71.15875244140625,174.4853973388672,192.9670562744141,1.105920949359755,0.4616237322448694,0.4078206745473903
34,1,0,0,0,0,1,0,85.85578918457031,77.14286041259766,173.10403442382812,208.06822204589844,1.2019836668651174,0.4959779791981098,0.4456444973646367
35,0,1,0,1,0,0,0,75.02584075927734,65.16754913330078,162.33009338378906,192.37950134277344,1.1851129838750234,0.4621807281407609,0.4014508202076145
42,1,0,1,0,0,0,0,83.6811752319336,73.44457244873047,171.75733947753906,198.13897705078125,1.1535983129075666,0.4872058188982177,0.4276066028510817
66,1,0,0,0,1,0,0,70.81163787841797,61.58258819580078,150.7259521484375,191.40769958496097,1.2699053935745543,0.4698038849254138,0.4085732239074077
26,1,0,0,1,0,0,0,72.45626831054688,59.82815933227539,156.40963745117188,188.8782196044922,1.2075868385249366,0.4632468273137347,0.3825094176242983
24,0,1,0,0,0,1,0,92.96351623535156,80.37095642089844,175.99038696289062,212.3800506591797,1.2067707465406177,0.5282306485010109,0.4566781050253925
65,1,0,0,1,0,0,0,69.77734375,56.58143997192383,140.45481872558594,178.6283721923828,1.2717852887723176,0.4967956555931891,0.4028444199018191
9,1,0,1,0,0,0,0,82.31868743896484,69.74945068359375,178.91104125976562,197.93685913085935,1.10634233492314,0.4601095989343899,0.3898554845607471
1,1,0,0,0,0,0,1,77.40319061279297,60.41217422485352,174.29725646972656,182.94126892089844,1.0495935083904964,0.4440872574849565,0.3466042750669826
11,1,0,1,0,0,0,0,80.00692749023438,62.405052185058594,178.7292022705078,184.54220581054688,1.032524083732221,0.4476432864571474,0.3491597981319703
88,0,1,0,0,1,0,0,75.8056869506836,61.895118713378906,156.99197387695312,168.12176513671875,1.070894014419418,0.48286345523688,0.3942565800331356
60,0,1,1,0,0,0,0,79.2259292602539,72.44379425048828,172.6243438720703,211.44406127929688,1.2248797390708426,0.4589499226074813,0.4196615183324053
26,0,1,1,0,0,0,0,73.2037353515625,60.41554641723633,160.86856079101562,195.6829833984375,1.2164153296096762,0.455053088009294,0.3755584442364855
7,1,0,1,0,0,0,0,82.74139404296875,72.76322174072266,177.71678161621094,198.92442321777344,1.119333927886234,0.4655800836054599,0.4094336003555297
19,0,1,1,0,0,0,0,76.96566009521484,67.21806335449219,162.20709228515625,203.7671356201172,1.2562159443799126,0.4744901040449638,0.4143965742035768
84,0,1,1,0,0,0,0,81.22622680664062,66.04988861083984,162.08544921875,195.48049926757812,1.2060336088760089,0.5011321324532838,0.407500419866185
28,1,0,0,0,0,0,1,72.00047302246094,60.570064544677734,157.7029266357422,190.95062255859375,1.2108248504458397,0.4565576210818561,0.3840769847257227
47,1,0,0,1,0,0,0,85.4029769897461,74.05406188964844,170.00460815429688,203.9427795410156,1.199630890922182,0.502356835599621,0.4356003210362196
68,1,0,0,0,1,0,0,79.67998504638672,72.080322265625,169.11827087402344,200.2586669921875,1.1841338369723553,0.4711494780226349,0.426212507336465
45,1,0,0,1,0,0,0,71.03462982177734,63.15840148925781,156.47361755371094,190.1499786376953,1.2152206973320896,0.453971927870806,0.4036361047738807
24,0,1,1,0,0,0,0,83.76424407958984,66.75341033935547,172.08786010742188,196.6361389160156,1.1426496836747813,0.4867527786521486,0.387903076356962
25,0,1,0,0,0,1,0,88.09859466552734,72.39070892333984,191.9024353027344,199.44964599609375,1.0393283737199754,0.4590801285379625,0.3772266298191597
31,1,0,0,0,0,1,0,79.61054992675781,60.87601852416992,184.82635498046875,193.31790161132812,1.045943375509173,0.4307315909312313,0.3293687122196556
1,0,1,1,0,0,0,0,80.80072021484375,69.9343490600586,178.30320739746094,198.64227294921875,1.1140701047873995,0.4531647040691112,0.3922214865387467
36,1,0,1,0,0,0,0,68.88368225097656,56.63080596923828,149.24917602539062,198.20367431640625,1.3280051494735714,0.461534757413052,0.3794379806800683
60,0,1,1,0,0,0,0,89.27510833740234,77.25450134277344,172.05235290527344,204.55308532714844,1.1889002496802172,0.5188833911882297,0.4490174068430631
2,1,0,0,0,0,0,1,75.05784606933594,56.238502502441406,163.2908172607422,177.38633728027344,1.0863215718800867,0.4596574830627728,0.344407012261075
26,0,1,0,1,0,0,0,78.6697769165039,62.444339752197266,174.88406372070312,186.0144500732422,1.0636443716810855,0.4498395979758493,0.3570613492371917
20,0,1,1,0,0,0,0,77.71713256835938,69.69021606445312,161.19204711914062,198.4578094482422,1.2311885914666596,0.4821399936121967,0.4323427694478223
29,0,1,0,1,0,0,0,75.23522186279297,61.59756851196289,160.05343627929688,201.277587890625,1.257564926874741,0.4700631464825647,0.3848562701551358
23,0,1,0,0,1,0,0,71.65422821044922,53.89069366455078,156.97296142578125,183.17230224609375,1.1669035264566876,0.4564749722475499,0.3433119511479113
23,0,1,0,0,0,1,0,74.98857116699219,60.14786529541016,165.6525421142578,194.46746826171875,1.1739479864280382,0.4526859063549371,0.3630965424842291
35,0,1,0,0,0,1,0,80.02186584472656,65.27784729003906,171.25271606445312,197.83689880371097,1.155233641545589,0.4672735573700876,0.3811784641445974
8,0,1,1,0,0,0,0,82.4027328491211,67.58809661865234,183.4188232421875,197.3392791748047,1.0758943694357723,0.4492599581249954,0.3684905148988364
23,0,1,1,0,0,0,0,72.74620819091797,62.075439453125,167.16726684570312,186.2900848388672,1.1143933160719472,0.43517017155077,0.3713372876426889
15,0,1,0,0,0,0,1,80.4410629272461,70.55181121826172,173.59121704101562,195.78704833984375,1.1278626400411935,0.4633936226637533,0.406425004794983
57,1,0,1,0,0,0,0,80.90705871582031,65.99568939208984,182.38275146484375,193.60853576660156,1.0615506905757024,0.4436113506677522,0.3618526909043327
49,1,0,1,0,0,0,0,64.26421356201172,54.18157577514648,145.87045288085938,197.38426208496097,1.3531476607272608,0.4405567563055413,0.3714362621428181
43,1,0,1,0,0,0,0,73.46241760253906,62.44755172729492,155.6949005126953,191.23838806152344,1.2282893494378124,0.4718357336086866,0.4010892554711704
82,1,0,0,0,1,0,0,83.62826538085938,73.02163696289062,176.3604278564453,200.83172607421875,1.1387573080605855,0.4741895129044,0.4140477421745037
27,0,1,0,0,1,0,0,74.2568588256836,60.68343353271485,164.1773681640625,177.44546508789062,1.080815626856494,0.4522965598490937,0.3696211859851102
53,1,0,1,0,0,0,0,75.19963836669922,64.08431243896484,159.8384246826172,197.63497924804688,1.2364672614890964,0.4704728447869729,0.400931832043601
35,1,0,1,0,0,0,0,74.22218322753906,58.533329010009766,171.24642944335938,190.78370666503903,1.1140886690904217,0.433423245487804,0.3418075880488355
14,0,1,1,0,0,0,0,77.63053894042969,64.34317779541016,174.41050720214844,183.83433532714844,1.0540324563936818,0.4451024206382986,0.3689180131838843
54,0,1,1,0,0,0,0,85.21222686767578,76.0024185180664,179.4803466796875,193.22235107421875,1.076565510646445,0.4747719092595199,0.4234581664459638
2,1,0,0,0,0,0,1,73.6999740600586,51.07467269897461,185.6457366943359,178.9420928955078,0.963890127949097,0.3969925481316328,0.2751190175892302
25,0,1,0,1,0,0,0,70.49665832519531,59.74064636230469,149.97598266601562,186.82847595214844,1.2457226325911153,0.4700529849648371,0.3983347553410753
24,0,1,0,0,1,0,0,63.3360481262207,54.226566314697266,147.2303466796875,189.7681121826172,1.288919821641623,0.430183379680643,0.3683110685915309
8,0,1,1,0,0,0,0,81.5494155883789,67.23286437988281,170.52694702148438,203.8065185546875,1.1951572588056143,0.4782201113241336,0.394265337849579
8,1,0,0,0,0,1,0,80.02405548095703,62.93547821044922,184.66696166992188,189.70216369628903,1.0272663934080812,0.4333425684665454,0.3408052942515055
1,0,1,1,0,0,0,0,81.00872039794922,59.94668197631836,191.78753662109375,187.04464721679688,0.9752700853879406,0.4223878246999679,0.3125681836914794
42,1,0,1,0,0,0,0,74.49505615234375,64.62211608886719,156.423095703125,194.45559692382812,1.2431386557704045,0.476240773892672,0.4131238791713554
1,1,0,0,0,0,1,0,76.30902099609375,57.209598541259766,179.07659912109375,189.20362854003903,1.0565513834227849,0.4261250290133814,0.3194699855930028
40,1,0,1,0,0,0,0,75.84578704833984,64.54905700683594,161.76815795898438,194.1677398681641,1.2002840504457897,0.4688548599754113,0.3990220190502637
27,1,0,0,0,0,1,0,82.74948120117188,72.34989929199219,176.3551483154297,203.40084838867188,1.153359288524246,0.4692206719883547,0.4102511323490642
22,0,1,0,0,0,0,1,73.97080993652344,59.93584060668945,160.4514923095703,186.8060760498047,1.1642526558081905,0.4610166528947351,0.3735449246620345
55,0,1,0,0,0,1,0,79.33441162109375,64.70503234863281,179.06146240234375,201.05294799804688,1.12281529090994,0.4430568730798846,0.361356550318143
35,1,0,0,0,0,0,1,87.69384002685547,77.911376953125,173.710205078125,201.25424194335935,1.1585631474722318,0.5048283719854901,0.4485135281377676
16,1,0,0,0,0,0,1,76.92346954345703,63.04629135131836,164.64791870117188,184.5031280517578,1.1205919243147082,0.4671997687566853,0.3829158111967657
8,0,1,1,0,0,0,0,82.2564468383789,70.4734115600586,173.78204345703125,193.14244079589844,1.1114062014333153,0.4733311060340786,0.4055275801696025
39,1,0,0,0,0,0,1,80.67627716064453,71.77400970458984,165.0801239013672,202.0457305908203,1.2239252419724345,0.4887098171118853,0.434782867908881
1,0,1,0,0,0,0,1,83.41142272949219,70.42029571533203,191.0952606201172,192.3155517578125,1.0063857739524014,0.4364913209192965,0.3685088551480207
26,1,0,1,0,0,0,0,70.1443099975586,58.38751602172851,154.61277770996094,183.12905883789065,1.1844367687476878,0.4536773159146182,0.3776370678189225
38,1,0,1,0,0,0,0,73.16929626464844,63.295711517333984,158.3556365966797,183.29205322265625,1.1574709758484176,0.4620567845715863,0.3997060848458686
35,0,1,0,0,1,0,0,69.97383117675781,53.659324645996094,153.458251953125,186.47007751464844,1.2151192597424292,0.4559795924049223,0.3496672480173092
4,0,1,1,0,0,0,0,81.38135528564453,60.49858856201172,187.6496124267578,193.8516082763672,1.0330509387650886,0.4336878410415517,0.32240188391343
19,0,1,0,0,1,0,0,72.74148559570312,71.41129302978516,158.1120147705078,190.52403259277344,1.2049940219236983,0.4600629857337786,0.4516500098581079
53,1,0,1,0,0,0,0,80.44332885742188,70.38265991210938,168.53085327148438,195.94105529785156,1.1626420414676977,0.4773210797659504,0.4176247763887528
21,1,0,1,0,0,0,0,78.1734619140625,65.08050537109375,161.04013061523438,202.36502075195312,1.2566123734428307,0.4854284557234909,0.4041260096005979
34,0,1,1,0,0,0,0,73.78094482421875,63.85947036743164,159.71609497070312,198.7619171142578,1.2444701778535026,0.4619505932558172,0.3998311527660718
76,1,0,0,0,0,0,1,80.3405532836914,66.93670654296875,159.34625244140625,200.17745971679688,1.2562420304826736,0.5041885331644916,0.4200707924874623
25,0,1,0,0,0,1,0,77.83818817138672,65.61591339111328,172.21466064453125,190.57717895507812,1.106625755564731,0.451983518012167,0.3810123548456264
29,0,1,0,1,0,0,0,78.3935317993164,57.66899108886719,182.07254028320312,194.04405212402344,1.065751330882731,0.4305620807914245,0.3167363458496622
62,1,0,1,0,0,0,0,79.67405700683594,69.19636535644531,162.382080078125,199.2302093505859,1.2269223873393702,0.4906579406330014,0.4261330149432356
54,1,0,1,0,0,0,0,74.68865966796875,60.02632141113281,163.879150390625,196.2177734375,1.1973321375525328,0.4557544964685236,0.3662840652276577
53,1,0,1,0,0,0,0,77.91807556152344,57.44676208496094,180.1593017578125,186.6921234130859,1.0362613619809398,0.4324954348805616,0.3188664783025547
20,1,0,0,1,0,0,0,67.01873779296875,50.83526992797851,150.48292541503906,180.93966674804688,1.2023933363137822,0.4453577547627273,0.3378142057497381
22,0,1,0,1,0,0,0,74.68216705322266,53.219669342041016,161.47804260253906,196.89756774902344,1.21934576723639,0.4624911588570888,0.3295783654811542
4,1,0,1,0,0,0,0,86.15108489990234,72.4993667602539,194.1623382568359,192.3146514892578,0.9904838045103578,0.4437064658025625,0.373395620443922
35,0,1,1,0,0,0,0,64.23783874511719,55.045467376708984,141.39993286132812,183.3885498046875,1.2969493414437323,0.454298933848262,0.389289204477151
53,1,0,1,0,0,0,0,81.97721862792969,69.52061462402344,167.6287078857422,197.2189178466797,1.176522329224816,0.4890404493471749,0.4147297649720569
26,0,1,0,1,0,0,0,73.5077133178711,64.09830474853516,158.6472625732422,187.14157104492188,1.1796079428633368,0.4633405715647631,0.4040303230504408
30,0,1,0,1,0,0,0,83.29356384277344,70.17736053466797,163.64524841308594,198.4325256347656,1.2125773742838346,0.5089885875116729,0.428838363565075
55,1,0,1,0,0,0,0,88.93624877929688,79.23170471191406,170.81187438964844,203.58981323242188,1.1918949660841602,0.520667834698772,0.463853610851282
12,1,0,0,0,0,0,1,83.671875,65.54544830322266,185.29718017578125,196.90467834472656,1.062642605558994,0.451555036728703,0.353731493598787
1,1,0,0,0,1,0,0,77.18473815917969,56.62889862060547,183.9265289306641,185.10708618164065,1.0064186349725637,0.4196498384867388,0.3078886931093731
24,1,0,0,1,0,0,0,70.74629211425781,56.20832443237305,156.63180541992188,180.39073181152344,1.1516864747099422,0.4516725828741526,0.3588563911504525
30,0,1,0,1,0,0,0,79.6744155883789,61.204986572265625,175.53274536132812,180.42442321777344,1.027867608669687,0.4539005837592972,0.348681304142297
47,1,0,1,0,0,0,0,75.69084167480469,64.75299835205078,162.2338104248047,198.65760803222656,1.2245142212467746,0.4665540523064233,0.3991338068340802
52,1,0,0,0,0,1,0,79.20409393310547,63.382625579833984,175.5148468017578,195.1238555908203,1.111722792381266,0.4512672026120141,0.3611240116422971
1,0,1,1,0,0,0,0,84.57481384277344,71.1333999633789,189.49134826660156,197.06163024902344,1.039950541550694,0.446325463491781,0.3753912809955788
67,0,1,1,0,0,0,0,78.8880615234375,63.5168342590332,164.37254333496094,194.11329650878903,1.1809350428631011,0.4799345433420603,0.3864199760515818
25,1,0,0,1,0,0,0,59.54710006713867,47.08473205566406,141.67149353027344,199.6777801513672,1.4094421903493135,0.4203181499912274,0.3323514906377594
26,0,1,0,1,0,0,0,84.43315124511719,69.81130981445312,167.11793518066406,191.2946014404297,1.1446682920874367,0.5052309385814282,0.417736790123592
24,1,0,0,1,0,0,0,80.52830505371094,67.43293762207031,176.9828643798828,202.73394775390625,1.1455004328484046,0.4550062252403254,0.3810139352097368
28,1,0,0,0,1,0,0,72.46300506591797,58.500030517578125,155.24632263183594,192.863525390625,1.242306562378277,0.4667614912706356,0.3768207164321049
8,0,1,1,0,0,0,0,80.52975463867188,68.74390411376953,180.4282989501953,187.4335174560547,1.038825497699743,0.4463255215907177,0.3810040027742284
2,1,0,1,0,0,0,0,77.56055450439453,61.68408203125,171.3020782470703,188.86520385742188,1.1025272185257444,0.4527706569474793,0.360089513580113
38,0,1,1,0,0,0,0,83.52365112304688,72.92109680175781,167.36843872070312,197.14337158203125,1.1779005234733364,0.4990406301299575,0.4356920418158721
24,0,1,0,0,0,1,0,79.33502197265625,63.785011291503906,164.70858764648438,193.6506195068359,1.175716593007707,0.481669007707927,0.3872597792436074
2,0,1,0,0,1,0,0,78.18122100830078,61.44635391235352,178.29261779785156,186.85255432128903,1.0480106054258664,0.4384994845773299,0.3446376786167416
58,0,1,1,0,0,0,0,80.88541412353516,73.43248748779297,170.6630401611328,198.09246826171875,1.160722720482937,0.4739480443285586,0.4302776243670634
28,0,1,0,0,0,1,0,74.9276123046875,63.84556579589844,171.75177001953125,191.70504760742188,1.1161750914451802,0.4362552554548165,0.3717316321609847
16,0,1,1,0,0,0,0,84.11891174316406,71.62525177001953,167.4721221923828,193.24078369140625,1.153868364248838,0.5022860559832929,0.4276846249535213
55,1,0,0,0,0,1,0,84.31666564941406,69.29015350341797,179.99632263183594,191.93020629882812,1.0663007082172546,0.4684354903287395,0.3849531617662206
26,1,0,0,0,0,0,1,74.79654693603516,61.52589797973633,169.45330810546875,202.09117126464844,1.1926068220448414,0.4413991545652289,0.3630846672019069
1,1,0,1,0,0,0,0,76.79352569580078,54.87806701660156,179.5623321533203,190.3162078857422,1.059889374366332,0.4276705741949831,0.3056212645408482
56,0,1,0,1,0,0,0,76.33943176269531,60.229618072509766,155.35116577148438,191.75868225097656,1.234356248945349,0.491399156122122,0.3876998139885556
35,0,1,1,0,0,0,0,93.08416748046876,79.78874206542969,178.50758361816406,198.8486785888672,1.1139508728896004,0.521457775595574,0.4469767639457911
24,1,0,0,1,0,0,0,78.29067993164062,63.397911071777344,172.31845092773438,192.91864013671875,1.119547205177834,0.4543371850787678,0.3679113335249554
45,1,0,0,0,0,1,0,79.87470245361328,62.21937942504883,180.87049865722656,192.65447998046875,1.0651514835792784,0.441612662355658,0.3439996013001697
68,1,0,1,0,0,0,0,91.32861328125,80.96096801757812,176.1881866455078,203.8740692138672,1.157138132218045,0.5183583248121169,0.459514168112033
24,0,1,0,0,1,0,0,73.08690643310547,66.30426788330078,156.07998657226562,195.9956970214844,1.2557388126807512,0.4682657145108476,0.4248095437437884
28,0,1,0,1,0,0,0,63.8429069519043,44.3404655456543,154.9800567626953,193.16502380371097,1.2463863276259104,0.411942725312459,0.2861043315627906
30,1,0,0,1,0,0,0,84.58076477050781,69.6235580444336,184.8911590576172,195.4011688232422,1.0568443067759112,0.45746246170781,0.3765651013239469
17,0,1,1,0,0,0,0,86.61760711669922,78.43312072753906,180.41273498535156,210.6474151611328,1.1675861749905634,0.4801080540336138,0.4347427066825818
36,1,0,0,1,0,0,0,74.30899810791016,65.85484313964844,149.23712158203125,196.42999267578125,1.316227427824045,0.4979256991837965,0.441276556673937
48,1,0,0,0,0,0,1,74.33110046386719,67.68030548095703,160.7318878173828,195.2840576171875,1.2149677345858183,0.4624539752082003,0.4210757827833933
60,1,0,0,1,0,0,0,78.52093505859375,70.66658020019531,165.30044555664062,195.1298370361328,1.1804556023974604,0.4750195003660069,0.4275038700726383
5,0,1,1,0,0,0,0,84.54864501953125,67.39259338378906,186.50828552246097,200.69015502929688,1.0760388176166469,0.453323801581722,0.3613383351576252
39,1,0,1,0,0,0,0,77.24724578857422,62.32179260253906,162.43458557128906,186.82899475097656,1.150179896072572,0.4755591028652703,0.3836731714699229
37,1,0,0,1,0,0,0,76.78170776367188,73.44786834716797,163.14144897460938,201.7596435546875,1.2367160205012553,0.4706450031323544,0.4502097339995985
30,1,0,0,0,1,0,0,73.50310516357422,63.8144416809082,155.82444763183594,199.9376983642578,1.2830958261225325,0.4717045770458233,0.4095277900915883
39,0,1,0,0,1,0,0,81.9462890625,70.4748764038086,170.21377563476562,201.95176696777344,1.186459593030292,0.4814315924601506,0.4140374428626112
22,0,1,0,1,0,0,0,78.06317901611328,66.28585052490234,166.4541015625,196.59910583496097,1.1811010001525384,0.4689772032250116,0.398222993021373
18,1,0,1,0,0,0,0,76.2784423828125,64.8164291381836,161.97689819335938,199.9880218505859,1.234670030610482,0.4709217378132243,0.4001584785307421
